Nummer,Objecttype,lon,lat,glg_m_nap,glg_depth_below_ground_m,swing_m,trend_mm_per_year,nearest_well_m,n_wells_within_400m,support
WF060196,Muur,5.1170829,52.0930189,0.9084912850997895,2.868127986589925,0.5264385556105975,-103.98377996973666,273.474581513176,1,weakly supported
WFM06485,Muur,5.1222042,52.0856041,0.7540179781547387,2.8102686421141394,0.30574339363606357,-43.92820060684642,300.53496644786054,2,weakly supported
BS050102,Beschoeiing,5.1546047,52.0869501,0.45241066535806035,1.6614711115975314,0.46388526246473,-18.791904509920307,74.80722409181732,1,measured nearby
BS050179,Kademuur,5.1404692,52.0879002,0.5213246601129299,1.6802338343214438,0.352871661474089,-19.40448940629025,348.54439456773986,2,weakly supported
WF060575,Muur,5.1220373,52.0861043,0.8129902671097797,2.8822495865897455,0.3286723611308078,-47.935675354381914,351.5753363387263,2,weakly supported
WF060039,Muur,5.12252,52.0850337,0.6909382569808984,2.7421468163565703,0.2683347368232542,-38.21084080803708,239.2031996443898,1,interpolated
KW100016,Muur,5.018663,52.0814334,-1.0469703609029781,1.5813957208304041,0.2991837993168199,8.406942811246626,287.1836364364921,3,weakly supported
KM060058,Kademuur,5.1177303,52.091627,1.200197867818108,3.2553851792403417,0.4950782055610539,-76.47563375484035,319.5374028112073,3,weakly supported
WF060328,Muur,5.1238414,52.0897051,1.5533979729690137,3.4797172586923057,0.4790741744425096,-64.79944083373019,189.96705685252508,2,interpolated
WF060145,Muur,5.1164148,52.0952388,0.5473333028577507,2.4948583281395913,0.5289285160666103,-96.95458345275979,291.6022585778342,2,weakly supported
WFM06585-X,Muur,5.1255212,52.087582,1.0785872573547317,2.8096221595899395,0.3843298116377585,-103.0445071174261,346.26754506129595,1,weakly supported
KM060054,Kademuur,5.1169749,52.0920921,1.0078233008309623,3.0268603319517546,0.5076026392625022,-93.22539471341224,305.4557057404529,3,weakly supported
WF060233,Muur,5.1217616,52.093884,1.2971509406823234,3.1924720703280696,0.5173671046718409,-38.77928846099526,307.33295212662773,2,weakly supported
WF060045,Muur,5.1233889,52.0952379,0.7468608779416127,2.6619440169690387,0.46719888461118764,28.35916963068322,392.59067335590737,1,weakly supported
KM100026,Kademuur,5.0055699,52.0824385,-1.3399353907824774,0.9250910355794132,0.2288189072208127,-1.8878358341931536,121.23930060155678,4,interpolated
BS050195,Beschoeiing,5.1445336,52.0770301,0.48482683794919684,1.5845616358471066,0.1697970478840326,-5.9612442431254795,338.25580979535073,2,weakly supported
WFM06639-X,Muur,5.1213762,52.0890219,1.4078562669056822,3.435349716660804,0.45788657851471604,-58.75297381789631,244.47097894025296,3,interpolated
KW050007,Muur,5.1253614,52.0799127,0.37728874971573634,2.0179034722356355,0.23552676348409496,-6.862622648604199,356.0930195501619,1,weakly supported
BS020010,Kademuur,5.0964569,52.1145907,-0.3450136734332629,1.9348270178656446,0.39673340613238095,-13.638682655486672,561.0220410096255,0,no support
KW100001,Muur,5.0201971,52.0829077,-0.8642632440779889,1.7491565071117472,0.24757379049652087,10.110872593510184,199.6611321893178,8,interpolated
WF060293,Muur,5.1240624,52.0895293,1.4958778029945594,3.407322648286983,0.4676572711691132,-67.39334805710918,214.5844455426246,2,interpolated
BS050058,Damwand,5.1337064,52.0851078,0.6952084866786514,2.017631324487858,0.3453795242482491,-110.4047344222379,404.7145116462121,0,weakly supported
WF060151,Muur,5.1164349,52.0949351,0.5933427092666795,2.5084878607774095,0.5383229163422943,-104.35710775276031,272.0260974455437,1,weakly supported
BS040060,Kademuur,5.1274619,52.0996151,0.16754790159927713,2.1329217189768217,0.4551044257803753,72.1580399537757,309.95556127056636,4,weakly supported
KM040010,Damwand,5.1147165,52.0998994,-0.020077168830811783,2.066795081705496,0.3910932159758888,-23.11608094207642,292.9819172780148,2,weakly supported
BS040051,Beschoeiing,5.1480983,52.11266,0.022211091063276695,1.5900973698014618,0.17156418304325194,-28.331015427288964,436.4169125214761,0,weakly supported
WF060130,Muur,5.1167559,52.0949769,0.6079161427360041,2.5380402648890303,0.5314929491407231,-98.36074883653987,292.81780949886854,1,weakly supported
BS020011,Damwand,5.0992162,52.1127635,-0.2805229838607384,1.8713524307631864,0.3955886310212907,-2.5845295328048987,522.0752834177027,0,no support
BSA10065-09,Beschoeiing,5.0032978,52.1002732,-0.3675523717848197,1.3846439574147618,0.30668838072287613,11.716101691775965,132.88432155693266,3,interpolated
BS100330,Damwand,5.0130958,52.0869786,-0.7585549319777343,1.699845048981185,0.3038686282485169,0.4271969290388631,307.3520814086401,2,weakly supported
KM070010,Damwand,5.1204303,52.0749986,0.2596661195189195,1.634299044153937,0.2976412117608281,114.00320029004159,283.97162235509904,3,weakly supported
KM050006,Kademuur,5.1244642,52.0813643,0.5004258084609341,2.297516803368062,0.1986852547551856,-13.566031279793387,243.2020727140819,1,interpolated
KW010010,Muur,5.0814435,52.0877359,-0.04021898083053312,2.0749702874509546,0.20518159809557127,-6.648942388626452,340.3655201173672,1,weakly supported
WF060279,Muur,5.1266695,52.0860974,0.8870085647126565,2.55351190076726,0.33706130081463864,-96.76875270022484,307.31024015664883,2,weakly supported
WF060660,Muur,5.1232232,52.0839545,0.526242733990495,2.5580228329924974,0.1743260067296439,-22.680382721594693,131.55060670590927,1,interpolated
WF060166,Muur,5.1167362,52.0943174,0.7076110278422937,2.6464023184338,0.5348807157774569,-110.89798247078551,258.76307487834134,1,weakly supported
WF060340,Muur,5.1244965,52.0886201,1.283053611839001,3.1370065927844237,0.4242734774774197,-80.25020368109443,316.7887224093136,2,weakly supported
KM070018,Damwand,5.113511,52.0628974,0.3822714968620604,1.1353897099015497,0.41370721232382385,-29.49119385677026,196.41854651656575,5,interpolated
BS050164,Kademuur,5.1607519,52.0803743,0.5357795054038849,1.7048152076398801,0.26084126144127273,14.437030056818244,275.11034593345903,2,weakly supported
BS040101,Kademuur,5.1141139,52.0983926,-0.011579536629903523,2.232298952170786,0.47251777946022694,-54.1210818700925,154.4095646096059,2,interpolated
BS080021,Beschoeiing,5.1029569,52.0587405,0.07407386752385978,1.5473253685261656,0.34868128863400427,-33.20899586464739,716.464489294849,0,no support
BS050112,Beschoeiing,5.1503602,52.0767315,0.4792231508576119,1.5757045570300559,0.20987178579164775,31.04615283842535,332.3088529711177,1,weakly supported
WF060335,Muur,5.1243692,52.0887287,1.3122995706175957,3.1800170457677703,0.42985190069972434,-77.74494821757335,302.0579712935751,2,weakly supported
