gld_bro_id,lon,lat,screen_depth_below_ground_m,first_date,last_date,n_readings,mean_level_m_nap,trend_mm_per_year,ground_level_m_nap,glg,ghg,n_years,gvg,swing,glg_depth_m
GLD000000013702,5.09633963,52.08555231,4.82,2021-04-21,2026-06-01,32312,0.08894330279772221,8.072113602579465,1.63,-0.026388888888888892,0.25736875000000003,4,0.10630208333333334,0.28375763888888894,1.6563888888888887
GLD000000013703,5.16371404,52.08204902,3.11,2021-10-05,2026-06-01,37839,0.6888965088929411,-5.446466890708564,2.2,0.5539236111111112,0.8410590277777779,4,0.7485703125000001,0.28713541666666664,1.646076388888889
GLD000000013704,5.07872573,52.12550997,5.38,2021-04-26,2026-06-01,45152,-0.6085251816087881,-14.647731792100274,0.25,-0.6682611111111111,-0.5290805555555556,5,-0.6110374999999999,0.13918055555555553,0.9182611111111111
GLD000000013705,5.04169657,52.09739514,5.1,2021-04-23,2026-06-01,41895,-0.04178224131757967,-9.066954831392744,1.67,-0.12730277777777782,0.057102350427350436,5,-0.05566041666666667,0.18440512820512825,1.7973027777777777
GLD000000013706,5.01397329,52.0802714,1.13,2021-04-12,2026-06-01,38774,-1.1318604477227008,12.112002416102737,-0.633,-1.2904597686244597,-0.9873057446514839,5,-1.1145236274509802,0.30315402397297575,0.6574597686244597
GLD000000013707,5.17680466,52.08201108,5.24,2021-04-20,2026-06-01,41598,0.6699537958555699,-19.08222580432543,2.36,0.4792027777777778,0.8845166666666667,5,0.7180833333333334,0.4053138888888889,1.880797222222222
GLD000000013708,5.08603824,52.07051639,3.99,2021-04-29,2026-06-01,45286,-0.4495651857086075,-8.226098429688829,0.46,-0.4855194444444445,-0.40000100000000005,5,-0.4456270833333334,0.08551844444444445,0.9455194444444446
GLD000000013709,5.0596571,52.03621034,4.58,2021-05-10,2026-06-01,45199,-0.40117838890240937,0.6482656410274046,1.51,-0.6239777777777779,-0.11302222222222222,5,-0.2871625,0.5109555555555556,2.133977777777778
GLD000000013710,5.11575939,52.06427706,0.27,2021-04-21,2026-06-01,45182,0.8760337523792662,1.0994729435999782,1.81,0.6191083333333333,1.2047166666666667,5,0.9446395833333334,0.5856083333333334,1.190891666666667
GLD000000013711,5.11797835,52.1121605,1.66,2021-04-14,2026-06-01,41773,-0.12379740502238289,7.89017751014217,1.683,-0.27327200854700856,0.044024999999999995,5,-0.09515,0.31729700854700854,1.9562720085470087
GLD000000013712,5.11392949,52.08057798,0.65,2021-04-16,2026-06-01,45236,1.0624686090724202,-52.08705678169512,2.429,0.8461055555555556,1.2800051282051281,5,1.0023802083333333,0.4338995726495726,1.5828944444444444
GLD000000013713,5.11475636,52.10489875,0.8,2021-04-14,2026-06-01,54314,0.16380964392237732,40.27496673954779,1.738,0.0387809478970496,0.49401388888888886,5,0.2669416666666667,0.45523294099183925,1.6992190521029504
GLD000000013714,4.99206735,52.12863303,6.55,2021-05-19,2026-06-01,45169,-1.1952127122584073,-29.745682387424885,0.24,-1.25925,-1.1000341594202898,5,-1.2060020833333334,0.15921584057971017,1.49925
GLD000000013715,5.11885821,52.09922669,1.62,2021-04-14,2026-06-01,39571,0.1991184958681863,-0.22749426005028087,2.23,0.058413194444444434,0.41182291666666665,4,0.21771093749999998,0.3534097222222222,2.1715868055555556
GLD000000013716,5.1763464,52.09133625,0.53,2021-04-20,2026-06-01,39989,1.0784968866438271,27.267140405347607,2.24,0.8723377777777778,1.4187611111111111,5,1.1320062499999999,0.5464233333333334,1.3676622222222226
GLD000000013717,5.10750849,52.10478716,1.29,2021-04-15,2026-06-01,44899,-0.1407657186128867,11.005375520211164,1.618,-0.3703263285024155,0.21235833333333334,5,-0.11656666666666667,0.5826846618357489,1.9883263285024155
GLD000000013718,5.0487241,52.08670169,2.71,2021-04-26,2026-06-01,45256,-0.14289539508573448,1.3220474025703979,1.02,-0.28194722222222224,0.04623055555555555,5,-0.15115208333333333,0.3281777777777778,1.3019472222222221
GLD000000013719,5.04911501,52.10255781,4.07,2021-04-23,2026-06-01,41397,-0.7128179819793704,3.90477379925495,0.19,-0.7908472222222223,-0.6150305555555555,5,-0.7309895833333334,0.17581666666666673,0.9808472222222222
GLD000000013720,5.03164932,52.07748069,1.26,2021-04-12,2026-06-01,37154,-0.8333160628734457,1.9123467140457355,0.518,-0.9690979166666667,-0.6671438888888889,4,-0.8319270833333333,0.3019540277777778,1.4870979166666667
GLD000000013721,5.1318904,52.09373933,1.63,2021-04-14,2026-06-01,44785,0.4346516020989171,-18.667334060807804,1.724,0.323725,0.590286507936508,5,0.44859583333333336,0.26656150793650807,1.400275
GLD000000013722,5.09659352,52.0776555,1.14,2021-04-16,2026-06-01,44963,0.5049244934724106,-10.977862935754386,1.783,0.34890622222222223,0.6727000000000001,5,0.5565315476190477,0.32379377777777785,1.4340937777777776
GLD000000013723,5.08641884,52.0876756,4.97,2021-04-21,2026-06-01,44948,-0.21105435169529232,-1.7907353997557,2.19,-0.2652777777777778,-0.121725,5,-0.2087229166666667,0.14355277777777778,2.455277777777778
GLD000000013724,5.1763464,52.09133625,5.35,2021-04-20,2026-06-01,35295,0.8002226094347641,-26.58106715398512,2.24,0.6931770833333333,0.9880173611111112,4,0.8237161458333334,0.2948402777777779,1.546822916666667
GLD000000013725,5.07349921,52.09699858,4.09,2021-04-30,2026-05-31,36516,-0.714216644758462,-930.9599584326953,1.19,-1.3955844907407406,-0.19205555555555556,4,-0.5921935763888888,1.203528935185185,2.5855844907407404
GLD000000013726,5.12233485,52.09114114,5.04,2021-04-28,2026-06-01,39865,0.5295801078640412,-5.987896644115931,5.57,0.4489166666666666,0.6894956349206349,5,0.5061875,0.24057896825396835,5.121083333333334
GLD000000013727,5.12543488,52.10747938,4.58,2021-04-28,2026-06-01,40127,-0.043288708350985625,-0.3482823538234895,0.84,-0.2373027777777778,0.10186111111111111,5,-0.1859477272727273,0.33916388888888893,1.0773027777777777
GLD000000013728,5.18969046,52.08540479,4.55,2021-04-20,2026-06-01,40976,0.9716144084342053,14.129543283824033,1.85,0.81705,1.2633416666666668,5,0.98813125,0.44629166666666675,1.03295
GLD000000013729,5.08792996,52.10018456,5.36,2021-04-29,2026-06-01,42566,-0.3371451158201381,25.484678659100958,1.63,-0.5300583333333332,-0.15539722222222224,5,-0.3078655,0.37466111111111094,2.160058333333333
GLD000000013730,4.99139582,52.10847227,2.81,2021-05-04,2026-06-01,45244,-0.4018658827689859,-10.274447163468267,1.06,-0.5693972222222221,-0.10912407407407407,5,-0.40125416666666663,0.460273148148148,1.6293972222222222
GLD000000013731,5.13589153,52.10395179,4.86,2021-04-29,2026-06-01,44978,0.19341478055938457,2.288978317124244,1.64,-0.16450277777777778,0.445425,5,0.27299375000000003,0.6099277777777778,1.8045027777777776
GLD000000013732,5.0277193,52.07954958,1.18,2021-04-12,2026-06-01,39257,-0.7291656774587971,-30.624249621173682,0.208,-0.9168631944444445,-0.5140462962962963,4,-0.6662057291666666,0.40281689814814825,1.1248631944444445
GLD000000013733,5.13001802,52.0669546,0.63,2021-04-16,2026-06-01,35080,0.7355968358038769,-9.164271015546717,1.721,0.5669061904761905,0.9264078532578534,5,0.7607791666666667,0.35950166278166285,1.1540938095238096
GLD000000013734,5.12516855,52.07070861,3.14,2021-04-21,2026-06-01,44929,0.4099053840503906,-19.341602984151066,1.73,0.3114416666666666,0.5606555555555555,5,0.41496458333333336,0.24921388888888885,1.4185583333333334
GLD000000013735,5.08187907,52.10937917,3.63,2021-04-30,2026-06-01,44654,-0.17112464728803692,-60.03272884477254,1.41,-0.4230055555555555,0.15839166666666665,5,-0.23514666666666667,0.5813972222222221,1.8330055555555553
GLD000000013736,5.04241707,52.08096711,0.43,2021-04-13,2026-06-01,37775,-0.449553355393779,3.479454773395075,0.789,-0.5749895833333333,-0.2635999228395062,4,-0.4309239583333333,0.3113896604938271,1.3639895833333333
GLD000000013737,5.13726016,52.06014692,1.34,2021-04-20,2026-06-01,43967,0.42572529397047787,15.122396351940854,1.67,0.22142306763285027,0.6589916666666668,5,0.4825867424242424,0.4375685990338165,1.4485769323671496
GLD000000013738,5.00898391,52.10869174,2.54,2021-04-30,2026-06-01,45287,-0.514649126680946,-8.325493217409385,0.72,-0.6975305555555555,-0.22024022222222223,5,-0.5131062500000001,0.4772903333333333,1.4175305555555555
GLD000000013739,5.12794336,52.06200219,1.17,2021-04-19,2026-06-01,42538,0.25193248389675116,3.226136334156385,1.692,0.1179888888888889,0.42935833333333323,5,0.2759104166666667,0.31136944444444437,1.574011111111111
GLD000000013740,5.11668148,52.0615486,4.66,2021-04-21,2026-06-01,45174,0.2241091557090361,-165.2873769140377,1.22,0.12650833333333336,0.496913888888889,5,0.33051041666666664,0.37040555555555565,1.0934916666666665
GLD000000013741,5.09591228,52.07051421,3.79,2021-04-21,2026-06-01,45190,-0.23080723611418455,-28.106908890205332,1.83,-0.31890555555555555,-0.13174444444444447,5,-0.21917083333333337,0.18716111111111108,2.1489055555555554
GLD000000013742,5.08473934,52.11190743,1.13,2021-04-15,2026-06-01,45199,-0.14554492356025578,-39.630681659273705,1.281,-0.4339361111111112,0.3182461111111111,5,-0.18296666666666667,0.7521822222222223,1.7149361111111112
GLD000000013743,5.03718124,52.08694665,0.95,2021-04-23,2026-06-01,36628,0.17043286556732554,-30.357537675035605,1.16,0.003756944444444444,0.4109340277777778,4,0.25483854166666664,0.40717708333333336,1.1562430555555554
GLD000000013744,5.1380579,52.09966709,1.61,2021-04-14,2026-06-01,33493,0.6394019048756456,-1.8653835753169905,1.85,0.31590277777777775,0.7257998067632849,3,0.4552626388888889,0.4098970289855072,1.5340972222222224
GLD000000013746,5.0446667,52.11928979,4.99,2021-04-23,2026-06-01,45256,-0.9841983162453597,-9.678188657053886,1.12,-1.0391527777777778,-0.9166194444444444,5,-0.9866416666666666,0.12253333333333338,2.159152777777778
GLD000000013747,5.05855861,52.08433695,0.82,2021-04-13,2026-06-01,35493,-0.04578474628800045,-3.269673768557211,1.149,-0.2288009259259259,0.21987946998722863,3,-0.012121527777777773,0.44868039591315456,1.3778009259259258
GLD000000013748,5.11317799,52.07159634,0.62,2021-04-16,2026-06-01,42964,0.9337650591192627,-21.45321322565604,2.056,0.7805805555555556,1.1114027777777777,5,0.9494541666666667,0.33082222222222213,1.2754194444444444
GLD000000013749,5.1163877,52.11905361,4.55,2021-04-26,2026-06-01,45146,-0.41168327205068006,-17.02459908117931,1.73,-0.5211777777777777,-0.2607055555555556,5,-0.3890854166666667,0.26047222222222216,2.2511777777777775
GLD000000013750,5.03687316,52.10635371,0.62,2021-04-09,2026-06-01,40983,-0.49990974306419733,-1.8510373968903302,0.508,-0.63575,-0.3140648067632851,5,-0.47506666666666675,0.32168519323671496,1.14375
GLD000000013751,5.11343049,52.11609041,1.62,2021-04-14,2026-06-01,45081,-0.19995787582351765,5.956606717180415,1.62,-0.32900555555555555,-0.03360277777777777,5,-0.17558958333333335,0.2954027777777778,1.9490055555555557
GLD000000013752,5.10236398,52.12244509,1.27,2021-04-26,2026-06-01,39414,-0.413370604353783,15.272940533952774,1.6,-0.5677444444444444,-0.1703388888888889,5,-0.37571458333333335,0.39740555555555546,2.1677444444444447
GLD000000013753,5.01903188,52.09213148,6.71,2021-04-23,2026-06-01,43559,-0.415761518859478,1.2486814749787538,1.48,-0.536525,-0.25532,5,-0.41313125000000006,0.28120500000000004,2.016525
GLD000000013754,5.04042494,52.10920087,1.19,2021-04-09,2026-05-31,43895,-0.7650931085545051,4.536086281766184,0.004,-0.9173194444444445,-0.6087523504273504,5,-0.753125,0.30856709401709403,0.9213194444444445
GLD000000013755,5.10227545,52.10845952,1.27,2021-04-15,2026-05-17,44670,0.16315912245354827,-17.393522348773075,1.453,-0.07994590643274854,0.4069722222222222,5,0.20574166666666666,0.48691812865497075,1.5329459064327486
GLD000000013756,5.06695119,52.0850378,0.64,2021-04-13,2026-06-01,45226,0.2033916773537346,-14.795452795901234,1.529,-0.06996666666666666,0.6640134444444444,5,0.17785416666666667,0.733980111111111,1.5989666666666666
GLD000000013757,5.04339571,52.11178105,2.82,2021-04-23,2026-06-01,42920,-0.6875373019571296,-5.321596092220695,0.22,-0.8665583333333334,-0.4585106666666666,5,-0.7599048611111112,0.4080476666666668,1.0865583333333335
GLD000000013758,5.12248359,52.10075971,1.26,2021-04-14,2026-06-01,44339,0.22801118654006633,-3.7518773853601584,2.152,0.0920972222222222,0.47077777777777785,5,0.20048749999999999,0.37868055555555563,2.059902777777778
GLD000000013759,5.10236398,52.12244509,4.08,2021-04-26,2026-06-01,45174,-0.5847588435825918,-17.642960050796315,1.6,-0.6981972222222222,-0.41251388888888896,5,-0.5617604166666668,0.2856833333333333,2.2981972222222224
GLD000000013760,5.01903188,52.09213148,1.57,2021-04-23,2026-05-01,44550,-0.4820248035914703,-18.387628130415997,1.48,-0.6311833333333332,-0.27234188034188034,5,-0.51855,0.35884145299145287,2.111183333333333
GLD000000013761,5.13057905,52.0580833,0.55,2021-04-20,2026-05-29,36403,0.8442896464577095,-25.044222298249828,1.65,0.6457222222222223,1.0607518162393164,5,0.8691190789473684,0.41502959401709405,1.0042777777777776
GLD000000013762,5.10665814,52.09945342,0.62,2021-05-19,2024-08-01,29190,0.18777697841726618,,1.75,0.10993518518518519,0.3711898148148148,3,0.23039930555555554,0.2612546296296296,1.640064814814815
GLD000000013763,5.00050937,52.10116819,0.53,2021-04-30,2026-06-01,33088,-0.6248264023210832,22.356729454126896,0.58,-0.7396527777777777,-0.5002027777777778,3,-0.6460199999999999,0.23944999999999994,1.3196527777777778
GLD000000013764,5.00477901,52.08146217,5.29,2021-10-07,2026-06-01,40698,-1.251078406801317,-5.0061128491520215,-0.58,-1.318638888888889,-1.1712457264957266,4,-1.239396949404762,0.14739316239316236,0.738638888888889
GLD000000013765,5.08713296,52.09412669,0.62,2021-04-15,2026-06-01,45174,0.8984213706999602,-55.94621542476355,1.827,0.7838472222222223,1.030413888888889,5,0.9361416666666666,0.2465666666666667,1.0431527777777778
GLD000000013766,5.14826296,52.06405525,3.9,2021-04-20,2026-06-01,39607,-0.7544516120887722,283.29193461533725,1.97,-0.964593236714976,-0.4528138888888889,5,-0.7777946557971014,0.511779347826087,2.934593236714976
GLD000000013767,5.12302829,52.1165019,1.63,2021-04-14,2026-06-01,44715,-0.034162026165716196,0.4611747920849447,1.646,-0.168625,0.13857222222222224,5,-0.0217625,0.30719722222222223,1.814625
GLD000000013768,5.06791913,52.08546988,2.67,2021-04-29,2026-06-01,35536,-0.20083416816749214,18.54010888356609,1.54,-0.3041770833333333,-0.030847222222222227,4,-0.1922347470238095,0.27332986111111107,1.8441770833333333
GLD000000013769,5.05438872,52.10111116,1.63,2021-04-09,2026-06-01,47794,-0.5236970540235176,-5.144461790759147,1.269,-0.5888494037093175,-0.382,4,-0.5088098958333334,0.20684940370931748,1.8578494037093174
GLD000000013770,5.05628908,52.08462245,0.59,2021-04-13,2026-03-23,33450,-0.15827333333333332,1.8563901420706581,1.12,-0.32462962962962966,0.12232275132275133,3,-0.12099305555555555,0.446952380952381,1.4446296296296297
GLD000000013771,5.02225918,52.07908926,0.81,2021-04-12,2026-06-01,44769,-1.1000698027653062,-4.691268266958094,0.275,-1.2820040598290596,-0.8392305555555556,5,-1.1183700833333334,0.44277350427350404,1.5570040598290595
GLD000000013772,5.10114794,52.09420919,1.35,2021-04-15,2023-06-20,19441,0.12682593487989302,,2.334,0.0535,0.32311805555555556,2,0.15054166666666666,0.26961805555555557,2.2805
GLD000000013773,5.15551074,52.08657305,4.95,2021-04-19,2026-06-01,41692,0.6192721385397678,-19.530871618249186,2.11,0.4534527777777777,0.9243777777777777,5,0.7774916666666667,0.47092500000000004,1.6565472222222222
GLD000000013774,5.14474089,52.08619011,1.09,2021-10-08,2026-06-01,40855,0.6665602741402521,7.206596252277582,2.19,0.44688541666666676,0.9623020833333333,4,0.7219079071969696,0.5154166666666666,1.7431145833333332
GLD000000013775,5.14182389,52.06552236,0.51,2021-04-20,2026-06-01,37902,0.7425839533533851,7.345828002593731,1.55,0.5399472222222222,0.9328472222222223,5,0.8059973958333333,0.3929,1.0100527777777777
GLD000000013776,5.0487241,52.08670169,0.15,2021-04-26,2026-06-01,32989,0.3069601988541635,-2.0527187967092684,1.02,0.07940740740740741,0.6499228395061728,3,0.2729652777777778,0.5705154320987654,0.9405925925925926
GLD000000013777,5.02274709,52.08203319,1.63,2021-04-12,2026-05-04,38770,-0.8542941449574413,6.247594108941003,1.251,-0.9752395833333334,-0.6925378086419753,4,-0.8602942708333333,0.28270177469135804,2.2262395833333333
GLD000000013778,5.13184185,52.07735002,1.64,2021-04-19,2026-06-01,36195,0.5879126674955105,1.6276161183220024,2.308,0.4963298611111111,0.7207493055555555,4,0.5966888786764706,0.2244194444444444,1.8116701388888887
GLD000000013779,5.02438662,52.06700829,5.6,2021-04-22,2026-06-01,42306,-1.1475988275894673,-10.987346023831659,0.17,-1.2419944444444444,-1.0482964803312629,5,-1.1564625000000002,0.19369796411318152,1.4119944444444443
GLD000000013780,5.12233485,52.09114114,1.24,2021-04-29,2026-06-01,41571,3.551261985518751,-110.46989004175599,5.57,3.1621861111111107,3.984072222222222,5,3.3689833333333334,0.8218861111111111,2.4078138888888896
GLD000000013781,5.11569983,52.06175326,0.76,2021-04-19,2026-06-01,36415,0.7826259233832212,18.034779270931523,1.692,0.6721325396825397,0.9275739437558747,5,0.8305968740573153,0.25544140407333493,1.0198674603174602
GLD000000013782,5.03205967,52.07687724,4.79,2021-04-22,2026-06-01,44941,-0.8705628045659866,2.163256170619824,0.39,-0.9723194444444443,-0.7336742063492063,5,-0.8653604166666667,0.23864523809523797,1.3623194444444442
GLD000000013783,4.99755652,52.12014136,7.1,2021-04-26,2026-06-01,43829,-0.46735421752720796,-21.808868564761966,1.2,-0.6687555555555555,-0.1946361111111111,5,-0.43285625000000005,0.4741194444444444,1.8687555555555555
GLD000000013784,5.0138598,52.09486019,0.5,2021-05-19,2026-06-01,41313,-0.2638300776995135,-17.657954108253534,1.185,-0.3474861111111111,-0.11819791666666668,4,-0.297734375,0.22928819444444443,1.5324861111111112
GLD000000013785,5.02764432,52.08629779,2.73,2021-04-23,2026-06-01,36275,-0.719463983459683,22.354330527330216,0.3,-0.8755138888888888,-0.5043869598765431,4,-0.6662578124999999,0.3711269290123457,1.1755138888888887
GLD000000013786,5.10142491,52.10715409,4.5,2021-04-29,2026-06-01,43836,-0.2038720686193996,12.399866273785392,1.58,-0.376375,0.009225999999999996,5,-0.1658,0.385601,1.956375
GLD000000013787,5.01124509,52.08950303,1.32,2021-04-09,2026-04-17,44254,-0.08662762688118589,-4.801073984441703,1.746,-0.29107500000000003,0.10709768009768009,5,-0.07515416666666666,0.39817268009768014,2.037075
GLD000000013788,5.09113732,52.10368938,1.66,2021-04-15,2026-06-01,45058,-0.2260741044875494,4.862025335069795,1.835,-0.4251376984126985,0.03564444444444445,5,-0.19144791666666666,0.4607821428571429,2.2601376984126986
GLD000000013789,4.99755652,52.12014136,0.6,2021-04-26,2026-06-01,45258,0.05504600291661143,1.4941077499760727,1.2,-0.25377222222222223,0.3959331196581196,5,0.1485111111111111,0.6497053418803418,1.4537722222222222
GLD000000013790,5.12644944,52.06942437,1.69,2021-04-16,2026-06-01,40856,0.8578656011356962,16.521421716795903,1.726,0.5809805555555555,1.153161111111111,5,0.9003416666666666,0.5721805555555556,1.1450194444444444
GLD000000013791,5.0402544,52.07802739,0.53,2021-04-12,2026-06-01,44823,-0.5790739352564532,10.157253719105622,0.25,-0.7605583333333332,-0.36811345755693586,5,-0.5755791666666666,0.39244487577639736,1.0105583333333332
GLD000000013792,5.12114404,52.06169102,0.6,2021-04-19,2026-06-01,45169,0.6518668334477187,-8.131213961925958,1.628,0.45644999999999997,0.8324638888888888,5,0.6983124999999999,0.3760138888888888,1.1715499999999999
GLD000000013793,5.06457411,52.1042369,4.9,2021-04-30,2026-06-01,37929,-0.4122084157241161,-1.1385658551093365,1.45,-0.4672395833333333,-0.32949652777777777,4,-0.3936875,0.13774305555555555,1.9172395833333333
GLD000000013794,5.0576034,52.0825896,4.92,2021-05-10,2026-06-01,35495,-0.21763456824904917,4.149536966936754,1.25,-0.32515625,-0.09014610042735044,4,-0.23021875,0.23501014957264954,1.57515625
GLD000000013795,5.01077765,52.08460934,4.92,2021-04-30,2026-06-01,44364,-0.9185759399513119,-14.174607643738057,0.44,-1.0074027777777776,-0.7720021479982007,5,-0.9249124999999999,0.235400629779577,1.4474027777777776
GLD000000013796,5.03513399,52.05971554,5.58,2021-05-11,2026-06-01,33212,-0.8408638745031917,-5.386475501446872,-0.2,-0.9963194444444445,-0.6492314814814814,3,-0.8578668981481482,0.3470879629629632,0.7963194444444446
GLD000000013797,5.13358083,52.06356351,2.96,2021-04-21,2026-06-01,40290,0.35434274013402833,4.373472310114791,1.63,0.25316319444444446,0.48294791666666664,4,0.36890885416666663,0.22978472222222218,1.3768368055555555
GLD000000013798,5.08133176,52.09861803,1.13,2021-04-13,2026-06-01,41830,-0.3085804685632321,20.33575430088088,1.531,-0.37843055555555555,-0.19375,5,-0.2895916666666667,0.18468055555555554,1.9094305555555555
GLD000000013799,5.09618923,52.10195518,4.88,2021-04-29,2026-05-22,34689,-0.15479030816685407,13.192534218425422,1.64,-0.3539339728809837,0.09851791666666668,4,-0.11803197916666666,0.45245188954765037,1.9939339728809835
GLD000000013800,5.13049406,52.08816613,4.69,2021-05-19,2026-03-10,42876,1.2971231924619833,-271.98089416579865,3.07,1.1007777777777779,1.5912333333333335,5,1.1922854166666668,0.49045555555555564,1.969222222222222
GLD000000013801,5.0562837,52.07500984,1.35,2021-04-22,2026-06-01,45270,-0.31218484647669537,-4.519154333290303,0.9,-0.6211222222222222,0.08160455555555554,5,-0.3147729166666666,0.7027267777777778,1.5211222222222223
GLD000000013802,5.09585934,52.1196255,1.54,2021-04-14,2026-06-01,44345,-0.38110019167888154,3.9575801420359755,1.793,-0.47914722222222217,-0.2417611111111111,5,-0.37394999999999995,0.23738611111111108,2.2721472222222223
GLD000000013803,5.02738277,52.09524016,4.74,2021-05-10,2026-06-01,38606,-0.0762082836864736,8.517015974245078,1.13,-0.21597158950617282,0.09479513888888888,4,-0.08155208333333333,0.3107667283950617,1.3459715895061728
GLD000000013804,5.00974225,52.07590552,3.45,2021-04-30,2026-05-13,33730,-1.4225042099021643,-283.9325025708999,-1.11,-1.4796064814814816,-1.3594219547325102,3,-1.4206354166666666,0.1201845267489714,0.36960648148148145
GLD000000013805,5.03637502,52.07675615,0.59,2021-04-12,2026-05-31,35754,-0.6765024612630754,3.5902856634124634,0.532,-0.865845,-0.28229111111111116,5,-0.6852958333333332,0.5835538888888888,1.397845
GLD000000013806,5.12845868,52.09689431,0.75,2021-05-19,2021-10-05,3345,0.9838681614349775,,2.59,0.97675,1.0442222222222222,1,,0.06747222222222216,1.6132499999999999
GLD000000013807,5.0639876,52.0480417,6.09,2021-05-11,2026-03-12,43319,-0.3393382580391976,16.63961044046087,0.8,-0.7934722222222222,-0.14962777777777775,5,-0.29914583333333333,0.6438444444444444,1.5934722222222222
GLD000000013808,5.04495901,52.10347076,1.26,2021-04-09,2026-01-26,42316,-0.6039916580017014,-1.4612421880718816,0.915,-0.725038888888889,-0.4407344017094017,5,-0.6094770833333333,0.2843044871794873,1.640038888888889
GLD000000013809,5.11666131,52.08483562,1.7,2021-04-15,2026-06-01,45165,0.6223438946086571,-13.971430209746401,2.717,0.4472538888888889,0.8821749999999999,5,0.6466958333333334,0.43492111111111104,2.269746111111111
GLD000000013810,5.02689377,52.07619312,0.6,2021-04-12,2026-06-01,39272,-1.292228457934406,6.426934957719096,-0.371,-1.3341840277777777,-1.2389374999999998,4,-1.2945520833333335,0.09524652777777787,0.9631840277777777
GLD000000013811,5.11995792,52.0589709,1.07,2021-04-19,2026-06-01,42963,0.4418384191048111,-5.3240918579000684,1.606,0.30491111111111113,0.5786944444444445,5,0.4730506944444445,0.2737833333333334,1.301088888888889
GLD000000013812,5.08641929,52.11063027,0.75,2021-05-10,2026-06-01,40000,-0.32107329999999995,25.42837185364202,1.6,-0.4494299717305801,-0.07655208333333333,4,-0.3146171875,0.3728778883972468,2.0494299717305804
GLD000000013813,5.11942739,52.06737913,4.88,2021-10-05,2026-06-01,41378,0.26051870559234375,-23.107101778368772,1.73,0.12579513888888888,0.4064305555555555,4,0.2532578125,0.28063541666666664,1.604204861111111
GLD000000013814,4.99794115,52.09271991,3.19,2021-04-23,2026-06-01,39408,-0.9098205694275274,-5.213804912509225,0.88,-1.0297732491582492,-0.7331888888888889,5,-0.9368856886169386,0.2965843602693603,1.909773249158249
GLD000000013815,5.11942739,52.06737913,1.12,2021-04-21,2026-06-01,44252,0.7243341543885022,-13.348637951276013,1.73,0.5978694444444443,0.8595936111111111,5,0.7439384615384617,0.26172416666666676,1.1321305555555556
GLD000000013816,5.12047294,52.112205,4.56,2021-04-29,2026-06-01,45200,-0.159755110619469,8.264723635966314,1.72,-0.28348888888888885,-0.009633333333333337,5,-0.15263958333333333,0.2738555555555555,2.0034888888888887
GLD000000013817,5.12516855,52.07070861,1.06,2021-04-21,2026-06-01,45168,0.8734618756641872,-6.520216864239461,1.73,0.6910916666666667,1.030561111111111,5,0.8985354166666667,0.3394694444444444,1.0389083333333333
GLD000000013818,5.00940513,52.10527236,0.62,2021-04-12,2026-05-22,43843,-0.22796939078074038,-10.006061052292141,0.838,-0.5538388888888888,0.27499235802469135,5,-0.26893125,0.8288312469135801,1.3918388888888886
GLD000000013819,5.0936005,52.12350095,1.7,2021-04-14,2023-07-06,19784,-0.6296634654266073,,1.661,-0.6642430555555556,-0.5252986111111111,2,-0.6164947916666668,0.13894444444444454,2.3252430555555557
GLD000000013820,5.03241468,52.08910825,1.65,2021-04-13,2026-06-01,38506,-0.19247924998701502,-5.973610487992539,1.508,-0.3477361111111111,0.10352678571428572,4,-0.17719791666666668,0.4512628968253968,1.855736111111111
GLD000000013821,5.04222079,52.0899725,5.06,2021-04-23,2026-06-01,38414,-0.08857135419378352,-11.869366144606719,1.57,-0.2225503743315508,0.0817037728937729,5,-0.11144251984126985,0.30425414722532373,1.792550374331551
GLD000000013822,5.14839087,52.07287907,3.41,2021-04-19,2026-06-01,44107,0.5546152084703109,-5.9612442431254795,2.23,0.46812499999999996,0.6643416666666668,5,0.5397340277777778,0.19621666666666687,1.761875
GLD000000013823,5.13782021,52.05907853,3.78,2021-04-20,2026-06-01,40683,0.3045297790231792,10.686175333633203,1.76,0.20550277777777776,0.4238666666666667,5,0.33687083333333334,0.21836388888888897,1.5544972222222222
GLD000000013824,5.08223068,52.06979838,1.15,2021-04-16,2026-06-01,45012,-0.49788576379632093,-8.170625061972391,0.396,-0.5795138888888889,-0.37006666666666665,5,-0.4841354166666666,0.20944722222222223,0.9755138888888889
GLD000000013825,5.12002595,52.1036441,1.35,2021-04-14,2026-05-30,45109,0.030313551619410767,-19.368215286114825,1.53,-0.13037222222222225,0.22071766666666667,5,0.043063250000000004,0.3510898888888889,1.6603722222222224
GLD000000013826,5.0562837,52.07500984,4.43,2021-04-22,2026-06-01,45261,-0.5541934999226708,-5.451653551150192,0.9,-0.658075,-0.41493788888888894,5,-0.5563687500000001,0.24313711111111103,1.558075
GLD000000013827,5.14474089,52.08619011,5.08,2021-04-19,2026-06-01,41806,0.5117770415729799,10.147511646383911,2.19,0.3941979166666667,0.6653506944444444,4,0.5277734375,0.2711527777777777,1.7958020833333332
GLD000000013828,5.11125388,52.08263103,5.04,2021-04-21,2026-06-01,45194,0.4045294508120546,-6.02600872010878,2.15,0.28295555555555557,0.5790903333333334,5,0.3941833333333334,0.2961347777777778,1.8670444444444443
