gld_bro_id,kind,lon,lat,screen_depth_below_ground_m,first_date,last_date,n_observations,file
GLD000000013891,preliminary,5.14137148,52.10010744,5.11,2021-04-20,2026-06-01,66,GLD000000013891_preliminary.csv
GLD000000013892,preliminary,5.11621126,52.0782833,6.47,2021-04-16,2026-06-01,64,GLD000000013892_preliminary.csv
GLD000000014657,fully_assessed,5.24337352,52.09546751,4.86,2021-01-01,2025-06-01,1412,GLD000000014657_fully_assessed.csv
GLD000000014658,fully_assessed,5.24624834,52.08620433,1.9,2021-01-01,2025-06-01,1290,GLD000000014658_fully_assessed.csv
GLD000000014659,fully_assessed,5.23787697,52.09395066,4.01,2021-01-01,2025-06-01,1408,GLD000000014659_fully_assessed.csv
GLD000000014660,fully_assessed,5.22065632,52.07862989,1.97,2021-01-01,2025-06-01,1413,GLD000000014660_fully_assessed.csv
GLD000000014661,fully_assessed,5.23554097,52.07277188,1.46,2021-01-01,2024-11-18,1238,GLD000000014661_fully_assessed.csv
GLD000000014662,fully_assessed,5.181849618,52.041286218,3.06,2012-06-11,2024-11-13,1447,GLD000000014662_fully_assessed.csv
GLD000000014664,fully_assessed,5.15085383,52.02078017,2.05,2021-01-01,2023-09-19,943,GLD000000014664_fully_assessed.csv
GLD000000014668,fully_assessed,5.14919115,52.02936048,2.26,2021-01-01,2023-09-19,987,GLD000000014668_fully_assessed.csv
GLD000000014669,fully_assessed,5.175100753,52.025985517,3.08,2012-06-20,2024-11-13,1446,GLD000000014669_fully_assessed.csv
GLD000000014672,fully_assessed,5.16627962,52.039029,2.09,2021-01-01,2023-09-19,987,GLD000000014672_fully_assessed.csv
GLD000000014673,fully_assessed,5.179990214,52.021023796,3.04,2012-06-20,2023-11-20,1090,GLD000000014673_fully_assessed.csv
GLD000000014675,fully_assessed,5.19295586,52.02453332,3.18,2021-01-01,2022-05-23,505,GLD000000014675_fully_assessed.csv
GLD000000014783,fully_assessed,5.202595588,52.068329638,1.76,2016-09-09,2025-01-31,1473,GLD000000014783_fully_assessed.csv
GLD000000014788,fully_assessed,5.192450809,52.070335598,6.68,2016-08-25,2024-10-10,1082,GLD000000014788_fully_assessed.csv
GLD000000014797,fully_assessed,5.243534212,52.02268251,1.23,2020-02-28,2025-01-31,1468,GLD000000014797_fully_assessed.csv
GLD000000015111,preliminary,4.998660019,52.14941914,3.09,2019-06-27,2021-12-22,3,GLD000000015111_preliminary.csv
GLD000000015121,preliminary,4.999161157,52.149588865,0.88,2019-07-18,2021-12-22,3,GLD000000015121_preliminary.csv
GLD000000015124,preliminary,4.998654198,52.149416424,5.44,2019-07-05,2021-07-07,2,GLD000000015124_preliminary.csv
GLD000000015125,preliminary,4.998136844,52.149263721,2.47,2019-06-25,2021-12-22,3,GLD000000015125_preliminary.csv
GLD000000016868,fully_assessed,5.037552575,52.153342678,1.98,2017-02-02,2020-03-26,13,GLD000000016868_fully_assessed.csv
GLD000000016903,fully_assessed,5.078701053,52.155326884,0.34,2016-05-03,2020-12-31,58,GLD000000016903_fully_assessed.csv
GLD000000016979,fully_assessed,5.09753039,52.142791312,0.35,2014-01-28,2020-12-31,77,GLD000000016979_fully_assessed.csv
GLD000000016988,fully_assessed,5.08129363,52.150165505,2.54,2014-01-28,2020-12-31,85,GLD000000016988_fully_assessed.csv
GLD000000016994,fully_assessed,5.08129363,52.150165505,1.11,2014-01-28,2020-12-31,85,GLD000000016994_fully_assessed.csv
GLD000000016996,fully_assessed,5.076969856,52.152113616,1.19,2014-01-28,2020-12-31,86,GLD000000016996_fully_assessed.csv
GLD000000016998,fully_assessed,5.080916279,52.149796017,1.19,2014-01-15,2020-12-31,83,GLD000000016998_fully_assessed.csv
GLD000000017000,fully_assessed,5.080916279,52.149796017,2.47,2014-02-12,2020-12-31,84,GLD000000017000_fully_assessed.csv
GLD000000017008,fully_assessed,5.07370404,52.151089341,1.23,2014-01-29,2020-12-31,84,GLD000000017008_fully_assessed.csv
GLD000000017010,fully_assessed,5.089700585,52.144928978,0.74,2014-01-28,2020-12-31,87,GLD000000017010_fully_assessed.csv
GLD000000017016,fully_assessed,5.095763789,52.135911094,4.56,2013-11-01,2020-12-31,85,GLD000000017016_fully_assessed.csv
GLD000000017022,fully_assessed,5.092728796,52.144307405,1.34,2014-01-28,2020-12-31,85,GLD000000017022_fully_assessed.csv
GLD000000017024,fully_assessed,5.098257658,52.147799444,1.09,2014-02-05,2020-12-31,84,GLD000000017024_fully_assessed.csv
GLD000000017028,fully_assessed,5.110924687,52.157249245,0.63,2014-01-29,2020-12-31,85,GLD000000017028_fully_assessed.csv
GLD000000017030,fully_assessed,5.076464814,52.146998089,4.13,2014-01-08,2020-11-30,17,GLD000000017030_fully_assessed.csv
GLD000000017034,fully_assessed,5.104272422,52.146223125,1.38,2014-04-17,2020-12-31,82,GLD000000017034_fully_assessed.csv
GLD000000017036,fully_assessed,5.075648123,52.157260283,2.11,2015-03-26,2020-12-31,71,GLD000000017036_fully_assessed.csv
GLD000000017042,fully_assessed,5.110924687,52.157249245,1.89,2014-01-29,2020-12-31,82,GLD000000017042_fully_assessed.csv
GLD000000017044,fully_assessed,5.089643046,52.144794012,4.16,2014-01-08,2020-12-31,86,GLD000000017044_fully_assessed.csv
GLD000000017046,fully_assessed,5.053454411,52.156732251,2.35,2014-03-11,2020-12-31,78,GLD000000017046_fully_assessed.csv
GLD000000017054,fully_assessed,5.090388283,52.144768924,1.03,2014-08-19,2020-12-31,79,GLD000000017054_fully_assessed.csv
GLD000000017072,fully_assessed,5.089671546,52.144901941,2.76,2015-07-15,2020-12-31,67,GLD000000017072_fully_assessed.csv
GLD000000017080,fully_assessed,5.078701053,52.155326884,1.04,2016-05-03,2020-08-13,49,GLD000000017080_fully_assessed.csv
GLD000000017114,fully_assessed,5.037596481,52.15333382,2.16,2017-02-02,2020-03-26,13,GLD000000017114_fully_assessed.csv
GLD000000017116,fully_assessed,5.037684503,52.15328914,1.14,2017-02-02,2020-03-26,13,GLD000000017116_fully_assessed.csv
GLD000000017140,fully_assessed,5.105545879,52.145839684,0.04,2018-01-10,2020-12-31,37,GLD000000017140_fully_assessed.csv
GLD000000024957,fully_assessed,5.075648123,52.157260283,2.11,2021-01-01,2025-03-21,31,GLD000000024957_fully_assessed.csv
GLD000000024958,fully_assessed,5.080916279,52.149796017,1.19,2021-01-01,2023-03-08,25,GLD000000024958_fully_assessed.csv
GLD000000024959,fully_assessed,5.110924687,52.157249245,0.63,2021-01-01,2024-04-18,42,GLD000000024959_fully_assessed.csv
GLD000000024961,fully_assessed,5.080916279,52.149796017,2.47,2021-01-01,2024-04-18,37,GLD000000024961_fully_assessed.csv
GLD000000024962,fully_assessed,5.08129363,52.150165505,1.11,2021-01-01,2024-04-18,22,GLD000000024962_fully_assessed.csv
GLD000000024963,fully_assessed,5.076969856,52.152113616,1.19,2021-01-01,2024-04-18,25,GLD000000024963_fully_assessed.csv
GLD000000024964,fully_assessed,5.07370404,52.151089341,1.23,2021-01-01,2024-04-18,42,GLD000000024964_fully_assessed.csv
GLD000000024965,fully_assessed,5.078701053,52.155326884,0.34,2021-01-01,2025-03-21,37,GLD000000024965_fully_assessed.csv
GLD000000024966,fully_assessed,5.08129363,52.150165505,2.54,2021-01-01,2024-04-18,38,GLD000000024966_fully_assessed.csv
GLD000000024967,fully_assessed,5.078701053,52.155326884,1.04,2021-12-09,2024-01-29,9,GLD000000024967_fully_assessed.csv
GLD000000024971,fully_assessed,5.053454411,52.156732251,2.35,2021-01-01,2025-03-21,31,GLD000000024971_fully_assessed.csv
GLD000000024977,fully_assessed,5.095763789,52.135911094,4.56,2021-01-01,2024-04-17,37,GLD000000024977_fully_assessed.csv
GLD000000024981,fully_assessed,5.110924687,52.157249245,1.89,2021-01-01,2024-04-18,37,GLD000000024981_fully_assessed.csv
GLD000000024985,fully_assessed,5.089700585,52.144928978,0.74,2021-01-01,2025-01-16,36,GLD000000024985_fully_assessed.csv
GLD000000024986,fully_assessed,5.09753039,52.142791312,0.35,2021-01-01,2025-01-15,50,GLD000000024986_fully_assessed.csv
GLD000000024987,fully_assessed,5.090388283,52.144768924,1.03,2021-01-01,2025-01-16,48,GLD000000024987_fully_assessed.csv
GLD000000024988,fully_assessed,5.105545879,52.145839684,0.04,2021-01-01,2025-01-10,26,GLD000000024988_fully_assessed.csv
GLD000000024989,fully_assessed,5.092728796,52.144307405,1.34,2021-01-01,2025-01-16,31,GLD000000024989_fully_assessed.csv
GLD000000024990,fully_assessed,5.098257658,52.147799444,1.09,2021-01-01,2025-01-10,50,GLD000000024990_fully_assessed.csv
GLD000000024991,fully_assessed,5.076464814,52.146998089,4.13,2021-03-04,2025-01-09,46,GLD000000024991_fully_assessed.csv
GLD000000024992,fully_assessed,5.089671546,52.144901941,2.76,2021-01-01,2025-01-16,41,GLD000000024992_fully_assessed.csv
GLD000000024993,fully_assessed,5.089643046,52.144794012,4.16,2021-01-01,2024-04-18,34,GLD000000024993_fully_assessed.csv
GLD000000024994,fully_assessed,5.104272422,52.146223125,1.38,2021-01-01,2025-01-10,36,GLD000000024994_fully_assessed.csv
GLD000000025501,fully_assessed,5.14420929,52.02637524,2.1,2021-01-01,2021-08-19,231,GLD000000025501_fully_assessed.csv
GLD000000025513,fully_assessed,5.17322154,52.03201314,2.28,2021-01-01,2021-08-18,215,GLD000000025513_fully_assessed.csv
GLD000000025622,fully_assessed,5.126360961,52.148943453,2.82,2012-06-11,2025-03-27,1472,GLD000000025622_fully_assessed.csv
GLD000000025625,fully_assessed,5.157784932,52.098324895,2.19,2012-06-12,2025-03-03,1458,GLD000000025625_fully_assessed.csv
GLD000000035875,preliminary,5.08869754,52.03261221,1.05,2019-02-09,2024-05-01,6,GLD000000035875_preliminary.csv
GLD000000035876,preliminary,5.07182186,52.02482586,1.14,2015-01-06,2025-06-27,14,GLD000000035876_preliminary.csv
GLD000000035877,preliminary,5.10529598,52.03002944,7.63,2009-08-13,2025-06-28,32,GLD000000035877_preliminary.csv
GLD000000035878,preliminary,5.07416046,52.04483342,0.53,2017-02-21,2024-04-30,7,GLD000000035878_preliminary.csv
GLD000000035879,preliminary,5.07147908,52.02963631,2.0,2020-10-09,2025-06-27,8,GLD000000035879_preliminary.csv
GLD000000035880,preliminary,5.08393062,52.03867243,1.6,2019-02-05,2024-04-30,6,GLD000000035880_preliminary.csv
GLD000000035882,preliminary,5.08969296,52.02381623,0.21,2013-12-12,2024-04-30,10,GLD000000035882_preliminary.csv
GLD000000035883,preliminary,5.08351856,52.04054719,1.05,2019-02-05,2024-04-30,6,GLD000000035883_preliminary.csv
GLD000000035885,preliminary,5.10292778,52.04729981,1.09,2017-03-17,2024-11-03,10,GLD000000035885_preliminary.csv
GLD000000035886,preliminary,5.07483869,52.03244238,1.25,2019-02-05,2024-05-01,6,GLD000000035886_preliminary.csv
GLD000000035887,preliminary,5.09611138,52.0504398,0.63,2017-02-24,2025-06-28,12,GLD000000035887_preliminary.csv
GLD000000035888,preliminary,5.09694938,52.02326178,1.01,2015-01-06,2024-04-30,10,GLD000000035888_preliminary.csv
GLD000000035890,preliminary,5.06702478,52.03143451,1.26,2017-12-14,2024-05-01,7,GLD000000035890_preliminary.csv
GLD000000035891,preliminary,5.07316876,52.04116183,1.62,2013-12-12,2024-04-30,10,GLD000000035891_preliminary.csv
GLD000000035892,preliminary,5.08815874,52.02644048,1.29,2017-12-04,2025-06-28,11,GLD000000035892_preliminary.csv
GLD000000035894,preliminary,5.06754455,52.02230663,1.06,2017-12-04,2025-06-28,11,GLD000000035894_preliminary.csv
GLD000000035895,preliminary,5.070513,52.028593,2.46,2021-07-27,2025-06-28,5,GLD000000035895_preliminary.csv
GLD000000035896,preliminary,5.07322831,52.05553669,1.01,2017-02-15,2025-06-28,12,GLD000000035896_preliminary.csv
GLD000000035897,preliminary,5.10346653,52.04233428,3.4,2019-11-12,2025-06-28,9,GLD000000035897_preliminary.csv
GLD000000035898,preliminary,5.08790932,52.05309324,1.03,2017-02-15,2025-06-28,12,GLD000000035898_preliminary.csv
GLD000000035900,preliminary,5.10545492,52.03001184,1.94,2009-08-13,2024-04-30,28,GLD000000035900_preliminary.csv
GLD000000035901,preliminary,5.07147613,52.02964169,1.17,2019-02-06,2020-07-07,2,GLD000000035901_preliminary.csv
GLD000000035902,preliminary,5.06721821,52.03883318,0.27,2013-12-12,2025-06-28,14,GLD000000035902_preliminary.csv
GLD000000035905,preliminary,5.10224194,52.04007801,1.04,2009-10-09,2024-04-30,29,GLD000000035905_preliminary.csv
GLD000000035906,preliminary,5.07691453,52.03086864,1.18,2009-10-09,2025-06-28,33,GLD000000035906_preliminary.csv
GLD000000035907,preliminary,5.07517643,52.03667669,1.88,2013-12-12,2025-06-28,14,GLD000000035907_preliminary.csv
GLD000000035908,preliminary,5.08167526,52.05522271,6.77,2009-08-13,2025-06-28,33,GLD000000035908_preliminary.csv
GLD000000035909,preliminary,5.09134653,52.04810722,1.06,2017-02-24,2025-06-27,11,GLD000000035909_preliminary.csv
GLD000000035911,preliminary,5.08955529,52.04322756,1.04,2017-02-21,2025-06-28,12,GLD000000035911_preliminary.csv
GLD000000035912,preliminary,5.096314338,52.020535883,2.01,2022-12-16,2025-06-28,4,GLD000000035912_preliminary.csv
GLD000000035913,preliminary,5.08367945,52.03250592,0.58,2017-12-04,2024-05-01,7,GLD000000035913_preliminary.csv
GLD000000035915,preliminary,5.09362744,52.02683173,0.85,2017-12-04,2025-06-28,11,GLD000000035915_preliminary.csv
GLD000000035916,preliminary,5.07097284,52.03798045,1.22,2013-12-12,2024-05-01,10,GLD000000035916_preliminary.csv
GLD000000035917,preliminary,5.09457156,52.02461041,0.5,2019-02-06,2025-06-28,10,GLD000000035917_preliminary.csv
GLD000000035918,preliminary,5.07655345,52.02157483,1.02,2009-10-09,2025-06-27,33,GLD000000035918_preliminary.csv
GLD000000035921,preliminary,5.08020943,52.05104843,0.19,2017-03-17,2024-04-30,8,GLD000000035921_preliminary.csv
GLD000000035923,preliminary,5.08678711,52.03064974,0.3,2017-12-04,2025-06-28,11,GLD000000035923_preliminary.csv
GLD000000035925,preliminary,5.08596522,52.04539177,6.39,2009-08-13,2024-04-30,29,GLD000000035925_preliminary.csv
GLD000000035927,preliminary,5.090977,52.021123,1.84,2021-07-27,2025-06-27,5,GLD000000035927_preliminary.csv
GLD000000035928,preliminary,5.102947975,52.026199331,1.2,2019-02-06,2025-06-28,10,GLD000000035928_preliminary.csv
GLD000000035930,preliminary,5.09029891,52.03219741,2.95,2019-02-11,2025-06-28,10,GLD000000035930_preliminary.csv
GLD000000035931,preliminary,5.06926453,52.04806773,0.72,2015-01-06,2025-06-28,14,GLD000000035931_preliminary.csv
GLD000000035932,preliminary,5.06680174,52.03429932,1.05,2017-12-04,2025-06-28,11,GLD000000035932_preliminary.csv
GLD000000035935,preliminary,5.0911622,52.02107674,6.44,2009-08-13,2025-06-28,33,GLD000000035935_preliminary.csv
GLD000000035937,preliminary,5.09112541,52.04031936,1.18,2015-01-07,2025-06-28,15,GLD000000035937_preliminary.csv
GLD000000035938,preliminary,5.09327165,52.03553586,1.01,2019-02-01,2025-06-28,10,GLD000000035938_preliminary.csv
GLD000000035939,preliminary,5.08167544,52.05519575,0.6,2009-08-13,2025-06-28,33,GLD000000035939_preliminary.csv
GLD000000035940,preliminary,5.09538097,52.0397062,1.02,2019-01-31,2024-04-30,6,GLD000000035940_preliminary.csv
GLD000000035941,preliminary,5.09208532,52.03421434,6.34,2019-02-07,2024-05-01,6,GLD000000035941_preliminary.csv
GLD000000035942,preliminary,5.10547643,52.02172213,1.1,2019-02-06,2024-04-30,6,GLD000000035942_preliminary.csv
GLD000000035947,preliminary,5.08596231,52.04539086,1.46,2009-08-13,2025-06-27,33,GLD000000035947_preliminary.csv
GLD000000035949,preliminary,5.10263413,52.03615924,0.74,2019-02-07,2024-10-07,8,GLD000000035949_preliminary.csv
GLD000000035950,preliminary,5.10293632,52.04158969,2.18,2017-12-04,2024-04-30,7,GLD000000035950_preliminary.csv
GLD000000035952,preliminary,5.07065968,52.04352169,0.86,2017-02-21,2025-06-28,12,GLD000000035952_preliminary.csv
GLD000000035954,preliminary,5.07722349,52.03086316,2.93,2017-02-21,2024-05-01,8,GLD000000035954_preliminary.csv
GLD000000035955,preliminary,5.10282143,52.04131977,2.09,2017-12-04,2025-06-28,11,GLD000000035955_preliminary.csv
GLD000000035956,preliminary,5.07947826,52.04585858,2.01,2015-01-06,2025-06-28,13,GLD000000035956_preliminary.csv
GLD000000035957,preliminary,5.07560574,52.03676591,1.96,2014-02-24,2023-09-22,9,GLD000000035957_preliminary.csv
GLD000000035960,preliminary,5.09614048,52.02061277,1.13,2017-12-04,2025-06-28,11,GLD000000035960_preliminary.csv
GLD000000035965,preliminary,5.08446779,52.04264746,0.82,2017-02-24,2024-04-30,16,GLD000000035965_preliminary.csv
GLD000000035967,preliminary,5.10130458,52.04695793,0.89,2017-02-24,2025-06-28,12,GLD000000035967_preliminary.csv
GLD000000035968,preliminary,5.09116084,52.02106236,0.16,2009-08-13,2024-04-30,29,GLD000000035968_preliminary.csv
GLD000000035969,preliminary,5.096393008,52.020536078,2.01,2022-12-16,2025-06-28,4,GLD000000035969_preliminary.csv
GLD000000035970,preliminary,5.08579965,52.04985125,0.54,2017-02-24,2025-06-28,12,GLD000000035970_preliminary.csv
GLD000000035972,preliminary,5.07909151,52.03215247,0.6,2017-12-04,2025-06-28,11,GLD000000035972_preliminary.csv
GLD000000035974,preliminary,5.09891853,52.02834761,0.66,2019-02-06,2025-06-28,10,GLD000000035974_preliminary.csv
GLD000000035975,preliminary,5.10318205,52.04191385,2.7,2017-12-04,2025-06-27,11,GLD000000035975_preliminary.csv
GLD000000035978,preliminary,5.09129294,52.03724315,2.69,2019-02-07,2025-06-28,10,GLD000000035978_preliminary.csv
GLD000000035979,preliminary,5.07933586,52.04324806,0.63,2017-02-21,2025-06-28,12,GLD000000035979_preliminary.csv
GLD000000035982,preliminary,5.10734745,52.03939905,0.86,2019-02-07,2024-04-30,6,GLD000000035982_preliminary.csv
GLD000000035983,preliminary,5.090919,52.021132,1.63,2021-07-27,2025-06-27,5,GLD000000035983_preliminary.csv
GLD000000035986,preliminary,5.06979658,52.04066923,1.11,2014-02-24,2025-06-28,14,GLD000000035986_preliminary.csv
GLD000000035987,preliminary,5.070499,52.028575,2.41,2021-07-27,2025-06-27,5,GLD000000035987_preliminary.csv
GLD000000035988,preliminary,5.10106113,52.02322779,1.04,2019-02-06,2025-06-28,10,GLD000000035988_preliminary.csv
GLD000000035989,preliminary,5.10877933,52.03390441,1.43,2019-02-06,2025-06-28,10,GLD000000035989_preliminary.csv
GLD000000035990,preliminary,5.07483334,52.05201941,1.08,2017-02-15,2025-06-28,12,GLD000000035990_preliminary.csv
GLD000000035992,preliminary,5.07724085,52.02519348,1.03,2015-01-06,2025-06-28,13,GLD000000035992_preliminary.csv
GLD000000035993,preliminary,5.0760516,52.03699089,1.25,2013-12-12,2024-05-01,10,GLD000000035993_preliminary.csv
GLD000000035994,preliminary,5.0813082,52.03638986,0.98,2019-02-05,2025-06-27,10,GLD000000035994_preliminary.csv
GLD000000035995,preliminary,5.071792,52.029136,1.94,2021-07-27,2025-06-28,5,GLD000000035995_preliminary.csv
GLD000000035996,preliminary,5.09981497,52.03261557,1.3,2019-01-31,2024-04-30,6,GLD000000035996_preliminary.csv
GLD000000038896,preliminary,5.00313497,52.07872983,1.09,2023-06-09,2026-06-01,41,GLD000000038896_preliminary.csv
GLD000000038897,preliminary,5.02308709,52.07454982,1.47,2023-06-09,2026-06-01,42,GLD000000038897_preliminary.csv
GLD000000038898,preliminary,5.00282663,52.07998177,1.65,2023-06-09,2026-06-01,42,GLD000000038898_preliminary.csv
GLD000000038899,preliminary,5.02429028,52.0760123,2.83,2023-06-15,2026-06-01,42,GLD000000038899_preliminary.csv
GLD000000038900,preliminary,5.002109976,52.07775531,1.5,2023-06-15,2025-03-24,23,GLD000000038900_preliminary.csv
GLD000000038901,preliminary,5.01822297,52.07520432,1.41,2023-06-09,2026-06-01,42,GLD000000038901_preliminary.csv
GLD000000038902,preliminary,5.021872271,52.073682744,1.5,2023-06-15,2025-02-23,25,GLD000000038902_preliminary.csv
GLD000000038903,preliminary,5.0082048,52.07728296,1.3,2023-06-09,2024-07-10,14,GLD000000038903_preliminary.csv
GLD000000038904,preliminary,5.01766774,52.07637823,1.27,2023-06-15,2026-06-01,42,GLD000000038904_preliminary.csv
GLD000000038905,preliminary,5.0129396,52.07626355,1.36,2023-06-09,2026-06-01,42,GLD000000038905_preliminary.csv
GLD000000038906,preliminary,5.011249452,52.075773794,1.5,2023-06-15,2026-06-01,36,GLD000000038906_preliminary.csv
GLD000000038911,preliminary,5.119537259,52.06790725,2.0,2023-07-04,2026-06-01,39,GLD000000038911_preliminary.csv
GLD000000038912,preliminary,5.124567944,52.073914397,1.95,2023-07-04,2026-06-01,38,GLD000000038912_preliminary.csv
GLD000000038913,preliminary,5.124471103,52.073664044,1.98,2023-07-04,2026-06-01,38,GLD000000038913_preliminary.csv
GLD000000038914,preliminary,5.12435916,52.074172519,2.0,2023-07-04,2026-06-01,37,GLD000000038914_preliminary.csv
GLD000000038915,preliminary,5.116914547,52.062240136,2.0,2023-07-04,2026-06-01,33,GLD000000038915_preliminary.csv
GLD000000038916,preliminary,5.117093464,52.062217177,2.0,2023-07-04,2026-06-01,40,GLD000000038916_preliminary.csv
GLD000000038923,preliminary,5.099633601,52.067907796,1.5,2023-01-18,2026-06-01,29,GLD000000038923_preliminary.csv
GLD000000038924,preliminary,5.099501422,52.068051283,1.5,2023-01-18,2026-06-01,25,GLD000000038924_preliminary.csv
GLD000000038925,preliminary,5.099798995,52.067747222,1.1,2023-01-18,2026-06-01,29,GLD000000038925_preliminary.csv
GLD000000038926,preliminary,5.092981473,52.069264238,0.8,2023-01-19,2026-06-01,26,GLD000000038926_preliminary.csv
GLD000000038927,preliminary,5.09154747,52.070552241,1.0,2023-01-19,2026-06-01,29,GLD000000038927_preliminary.csv
GLD000000042136,fully_assessed,5.06570824,52.14953988,0.3,2014-03-20,2024-03-25,19,GLD000000042136_fully_assessed.csv
GLD000000042142,fully_assessed,5.08492989,52.15908203,2.0,2020-09-08,2024-03-25,2,GLD000000042142_fully_assessed.csv
GLD000000042560,fully_assessed,5.147957419,52.09616166,1.95,2025-06-04,2026-06-27,6,GLD000000042560_fully_assessed.csv
GLD000000048058,fully_assessed,4.96097975,52.08802616,2.11,2021-01-01,2024-11-14,1419,GLD000000048058_fully_assessed.csv
GLD000000048079,fully_assessed,4.96200232,52.09096898,2.77,2021-01-01,2024-11-14,1419,GLD000000048079_fully_assessed.csv
GLD000000048093,fully_assessed,4.9659203,52.09018309,1.1,2021-01-01,2024-11-14,1420,GLD000000048093_fully_assessed.csv
GLD000000048104,fully_assessed,4.95840623,52.09469503,2.1,2021-01-01,2024-11-14,1419,GLD000000048104_fully_assessed.csv
GLD000000048111,fully_assessed,4.94746557,52.09725232,2.04,2021-01-01,2024-11-14,1418,GLD000000048111_fully_assessed.csv
GLD000000048119,fully_assessed,4.96240857,52.08506523,1.32,2021-01-01,2024-11-14,1417,GLD000000048119_fully_assessed.csv
GLD000000049810,preliminary,5.249358417,52.081640309,2.11,2021-02-16,2023-03-03,2,GLD000000049810_preliminary.csv
GLD000000049814,fully_assessed,5.244484794,52.080590082,2.28,2021-02-16,2025-06-02,8,GLD000000049814_fully_assessed.csv
GLD000000062624,preliminary,5.121990775,52.022900138,1.04,2024-05-15,2025-06-28,4,GLD000000062624_preliminary.csv
GLD000000062625,preliminary,5.102920503,52.047296187,1.11,2024-05-01,2025-06-27,4,GLD000000062625_preliminary.csv
GLD000000062626,preliminary,5.085055138,52.034659401,1.66,2024-04-30,2025-06-28,4,GLD000000062626_preliminary.csv
GLD000000062627,preliminary,5.08819875,52.033326386,0.99,2024-04-30,2025-06-28,4,GLD000000062627_preliminary.csv
GLD000000062628,preliminary,5.084173575,52.02774615,2.61,2024-07-04,2025-06-28,4,GLD000000062628_preliminary.csv
GLD000000062630,preliminary,5.083321922,52.040526893,2.06,2024-04-30,2025-06-28,4,GLD000000062630_preliminary.csv
GLD000000062631,preliminary,5.111897949,52.047184463,2.03,2024-05-01,2025-06-28,4,GLD000000062631_preliminary.csv
GLD000000062889,fully_assessed,4.95478722,52.09167078,1.41,2021-01-01,2024-11-14,1413,GLD000000062889_fully_assessed.csv
GLD000000064590,fully_assessed,4.94309323,52.09960881,1.98,2021-01-01,2024-11-14,1411,GLD000000064590_fully_assessed.csv
GLD000000064619,fully_assessed,5.09071078,52.14681003,0.44,2007-05-15,2025-04-01,11,GLD000000064619_fully_assessed.csv
GLD000000064624,fully_assessed,5.12964441,52.13187332,0.21,2015-12-16,2024-03-25,7,GLD000000064624_fully_assessed.csv
GLD000000066209,fully_assessed,4.96662982,52.08765995,2.11,2021-01-01,2024-11-14,1057,GLD000000066209_fully_assessed.csv
GLD000000066468,fully_assessed,4.949227736,52.146819297,1.32,2021-02-12,2024-11-12,918,GLD000000066468_fully_assessed.csv
GLD000000066471,fully_assessed,5.041633228,52.139620951,3.38,2021-01-01,2025-01-31,770,GLD000000066471_fully_assessed.csv
GLD000000066475,fully_assessed,5.079426926,52.139051417,1.7,2021-01-01,2024-06-30,821,GLD000000066475_fully_assessed.csv
GLD000000066476,fully_assessed,5.030678676,52.126654545,1.19,2021-02-12,2025-01-31,966,GLD000000066476_fully_assessed.csv
GLD000000066478,fully_assessed,5.041633158,52.139629939,0.1,2024-02-26,2024-02-26,2,GLD000000066478_fully_assessed.csv
GLD000000066479,fully_assessed,4.954985787,52.149662776,3.3,2021-02-12,2024-11-12,797,GLD000000066479_fully_assessed.csv
GLD000000066482,fully_assessed,4.950916041,52.151966724,2.56,2021-01-01,2024-11-12,477,GLD000000066482_fully_assessed.csv
GLD000000066483,fully_assessed,5.059083842,52.126431317,2.98,2021-02-16,2025-01-31,480,GLD000000066483_fully_assessed.csv
GLD000000066484,fully_assessed,5.0682196,52.143632545,2.66,2021-01-01,2024-06-30,805,GLD000000066484_fully_assessed.csv
GLD000000066487,fully_assessed,5.039999279,52.144991015,2.94,2024-02-27,2024-02-27,2,GLD000000066487_fully_assessed.csv
GLD000000066490,fully_assessed,5.050382461,52.143591994,2.5,2021-01-01,2025-01-31,1071,GLD000000066490_fully_assessed.csv
GLD000000066495,fully_assessed,5.043933062,52.133075362,2.01,2024-02-26,2024-02-26,2,GLD000000066495_fully_assessed.csv
GLD000000066500,fully_assessed,5.012284852,52.132853258,3.51,2024-02-26,2024-02-26,2,GLD000000066500_fully_assessed.csv
GLD000000066501,fully_assessed,4.949221282,52.148967422,2.12,2024-03-27,2024-11-12,137,GLD000000066501_fully_assessed.csv
GLD000000066502,fully_assessed,5.012341094,52.140079844,1.03,2021-02-12,2025-01-31,920,GLD000000066502_fully_assessed.csv
GLD000000066504,fully_assessed,5.039069281,52.1387236,2.38,2021-01-01,2025-01-31,985,GLD000000066504_fully_assessed.csv
GLD000000066505,fully_assessed,5.017913083,52.130462196,1.51,2021-01-01,2025-01-31,411,GLD000000066505_fully_assessed.csv
GLD000000066510,fully_assessed,5.067505381,52.127065609,2.05,2021-01-01,2025-01-31,526,GLD000000066510_fully_assessed.csv
GLD000000066511,fully_assessed,5.056664813,52.135619364,2.45,2021-01-01,2025-01-31,894,GLD000000066511_fully_assessed.csv
GLD000000066514,fully_assessed,5.041183987,52.148589714,2.13,2021-01-01,2025-01-31,702,GLD000000066514_fully_assessed.csv
GLD000000066515,fully_assessed,5.034948271,52.138945066,2.27,2021-01-01,2025-01-31,1005,GLD000000066515_fully_assessed.csv
